Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
,Cash,Food,Grocery,toothbrush + biscuits,50.0,Expense,INR
2015-03-31 13:00:05,Saving Bank account 1,Salary,Unknown,From workplace ,70806.0,Income,INR
2015-03-29 20:08:01,Cash,Health,Medicine,kala hit,269.0,Expense,INR
2015-03-29 20:06:39,Cash,Food,Grocery,No Description,150.0,Expense,INR
2015-03-25 14:02:02,Cash,water (jar /tanker),Unknown,No Description,20.0,Expense,INR
2015-03-24 08:52:41,Cash,Food,Milk,No Description,26.0,Expense,INR
2015-03-23 13:19:44,Credit Card,Food,Grocery,No Description,433.8,Expense,INR
2015-03-23 13:17:56,Cash,water (jar /tanker),Unknown,refilling,20.0,Expense,INR
2015-03-20 21:36:58,Cash,Apparel,Laundry,dry cleaning,100.0,Expense,INR
2015-03-20 19:08:18,Credit Card,Health,Hospital,dentist check-up,3700.0,Expense,INR
2015-03-19 16:08:23,Cash,Household,Kitchen,cooker ring,50.0,Expense,INR
2015-03-18 18:27:14,Cash,Food,snacks,samosa+tea+veg cheese grill sandwich,53.0,Expense,INR
2015-03-18 13:22:02,Cash,Food,Lunch,dal fry and chapati,25.0,Expense,INR
2015-03-18 10:56:33,Cash,Food,breakfast,aloo paratha,20.0,Expense,INR
2015-03-18 09:25:24,Cash,Food,Milk,No Description,26.0,Expense,INR
2015-03-17 16:21:18,Cash,Other,Unknown,laptop repair,450.0,Expense,INR
2015-03-16 21:30:08,Cash,Health,Hospital,dentist check-up,1000.0,Expense,INR
2015-03-16 16:38:08,Cash,Food,Tea,No Description,20.0,Expense,INR
2015-03-15 18:39:12,Cash,Apparel,Clothing,altering,30.0,Expense,INR
2015-03-15 18:38:29,Cash,Food,Milk,shakti + bread,36.0,Expense,INR
2015-03-15 18:38:44,Cash,Other,Unknown,cycle air pumping,5.0,Expense,INR
2015-03-14 19:21:18,Cash,Apparel,Laundry,ironing,40.0,Expense,INR
2015-03-14 09:11:06,Cash,Food,Milk,No Description,26.0,Expense,INR
2015-03-13 15:01:05,Cash,Transportation,auto,to office,10.0,Expense,INR
,Credit Card,Health,Hospital,root canal due,1900.0,Expense,INR
,Cash,Food,Tea,No Description,30.0,Expense,INR
,Cash,Food,Tea,No Description,8.0,Expense,INR
,Saving Bank account 1,Transportation,train,train - ddr to brc cancellation charges,11.8,Expense,INR
,Saving Bank account 1,Transportation,train,train - brc to ddr cancellation charges,11.8,Expense,INR
,Cash,Transportation,Train,Place 0 to Bandra,20.0,Expense,INR
,Cash,Transportation,auto,Current Residence to Place 0,10.0,Expense,INR
,Cash,Transportation,auto,Bandra to Bandra terminus,20.0,Expense,INR
,Saving Bank account 1,Other,Unknown,Amazon prime,129.0,Expense,INR
,Cash,Other,Unknown,print out,6.0,Expense,INR
,Cash,Transportation,auto,B45 to brc,10.0,Expense,INR
,Cash,Food,beverage,orange juice,25.0,Expense,INR
,Cash,Transportation,auto,to office,10.0,Expense,INR
,Cash,Beauty,grooming,No Description,40.0,Expense,INR
,Cash,Food,beverage,mosambi juice,25.0,Expense,INR
,Cash,water (jar /tanker),Unknown,water jar,108.0,Expense,INR
,Cash,garbage disposal,Unknown,No Description,17.0,Expense,INR
,Cash,maid,Unknown,No Description,333.0,Expense,INR
,Cash,Cook,Unknown,No Description,1667.0,Expense,INR
,Cash,Health,Medicine,painkillers,82.0,Expense,INR
,Cash,Health,Hospital,root canal advance,3000.0,Expense,INR
,Cash,Health,Medicine,painkillers,226.0,Expense,INR
,Cash,Health,Hospital,dentist check-up,300.0,Expense,INR
,Cash,Food,Lunch,canteen lunch,25.0,Expense,INR
,Cash,Food,breakfast,2 uttapam,40.0,Expense,INR
,Cash,Food,fruits,bananas,20.0,Expense,INR
,Cash,Food,Dinner,At restaurant,80.0,Expense,INR
,Saving Bank account 1,Food,Lunch,chicken manchow soup,88.0,Expense,INR
,Cash,Food,Tea,No Description,6.0,Expense,INR
2015-02-28 17:30:58,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2015-02-28 11:33:42,Cash,Food,Milk,No Description,26.0,Expense,INR
2015-02-28 17:48:39,Cash,Food,Lunch,chicken thali,55.0,Expense,INR
2015-02-28 17:48:39,Cash,Food,Tea,No Description,20.0,Expense,INR
2015-02-26 20:06:17,Cash,Food,Tea,No Description,6.0,Expense,INR
2015-02-26 20:06:17,Cash,Transportation,auto,office to vasna road,60.0,Expense,INR
2015-02-26 20:05:39,Cash,Food,Grocery,eggs,30.0,Expense,INR
2015-02-26 20:05:31,Cash,Food,Milk,No Description,26.0,Expense,INR
2015-02-24 22:10:01,Cash,Food,Grocery,vegetable,160.0,Expense,INR
2015-02-24 05:47:03,Cash,Transportation,auto,ola auto - BRC to b45,66.0,Expense,INR
2015-02-24 05:46:53,Cash,Food,Tea,No Description,10.0,Expense,INR
2015-02-23 21:15:40,Cash,Transportation,auto,Bandra to Bandra terminus,20.0,Expense,INR
2015-02-23 19:37:47,Cash,Transportation,Train,Place 0 to Bandra,20.0,Expense,INR
2015-02-23 18:39:59,Cash,Apparel,Footwear,shoe polish,20.0,Expense,INR
2015-02-23 15:43:13,Credit Card,Transportation,train,to and fro Mum to BRC,526.0,Expense,INR
2015-02-23 09:19:54,Saving Bank account 1,Other,Unknown,splitwise settlement,4118.0,Expense,INR
2015-02-19 20:52:01,Cash,Health,Health,face mask,45.0,Expense,INR
2015-02-19 20:51:37,Cash,Health,Medicine,koflet,34.0,Expense,INR
2015-02-19 11:38:58,Cash,Food,Unknown,milk 1lit ,60.0,Expense,INR
2015-02-17 08:20:06,Cash,Food,Unknown,dinner,227.0,Expense,INR
2015-02-16 11:38:58,Saving Bank account 1,Food,Unknown,kaju katli 250gm,249.0,Expense,INR
2015-02-16 10:18:40,Cash,Transportation,Unknown,local - Place 0 to Place 5 return,30.0,Expense,INR
2015-02-15 21:37:45,Cash,Household,Unknown,mixer repair,250.0,Expense,INR
2015-02-15 19:57:00,Cash,Other,Unknown,Internet renewal,500.0,Expense,INR
2015-02-15 19:55:31,Cash,Food,Unknown,pani puri,20.0,Expense,INR
2015-02-15 19:54:41,Cash,Transportation,Unknown,local - vadala road to Place 0,15.0,Expense,INR
2015-02-15 19:54:13,Cash,Transportation,Unknown,taxi - dadar to vadala road,34.0,Expense,INR
2015-02-15 08:40:26,Cash,Food,Unknown,tea,20.0,Expense,INR
2015-02-15 08:40:08,Cash,Food,Unknown,bread,15.0,Expense,INR
2015-02-13 09:08:59,Saving Bank account 1,Food,Unknown,chana chat + tea,21.0,Expense,INR
2015-02-13 09:08:59,Cash,Food,Unknown,milk half shakti,27.0,Expense,INR
,Cash,Food,Unknown,Kurkure,10.0,Expense,INR
,Cash,Food,Unknown,tea,12.0,Expense,INR
,Cash,Food,Unknown,tea,10.0,Expense,INR
,Cash,Food,Unknown,paneer 150 gm,54.0,Expense,INR
,Saving Bank account 1,Food,Unknown,bread pakoda + tea,26.0,Expense,INR
,Cash,Food,Unknown,grocery,60.0,Expense,INR
,Saving Bank account 1,Food,Unknown,tea + kachuri,18.0,Expense,INR
,Cash,Food,Unknown,tea,6.0,Expense,INR
,Cash,Food,Unknown,paneer,35.0,Expense,INR
,Cash,Food,Unknown,farsan + khari sing,150.0,Expense,INR
,Saving Bank account 1,Transportation,Unknown,train - brc to mmct,176.0,Expense,INR
,Saving Bank account 1,Food,Unknown,egg fried rice,86.0,Expense,INR
,Saving Bank account 1,Other,Unknown,deo and amul milk,371.0,Expense,INR
,Saving Bank account 1,Other,Unknown,Internet renewal,3400.0,Expense,INR
,Cash,Food,Unknown,tea + biscuits,30.0,Expense,INR
,Cash,Food,Unknown,water jar,375.0,Expense,INR
,Cash,Food,Unknown,bhel,40.0,Expense,INR
,Cash,Food,Unknown,snacks,21.0,Expense,INR
,Credit Card,Food,Unknown,grocery,1178.0,Expense,INR
,Cash,Food,Unknown,tea,30.0,Expense,INR
,Cash,Food,Unknown,milk half shakti,26.0,Expense,INR
,Cash,Food,Unknown,12 eggs,70.0,Expense,INR
,Cash,Food,Unknown,grocery,107.0,Expense,INR
,Cash,Other,Unknown,shoe repair,100.0,Expense,INR
,Cash,Food,Unknown,chana chat + kachori,27.0,Expense,INR
,Cash,Other,Unknown,garbage collector,50.0,Expense,INR
,Saving Bank account 1,Other,Unknown,Permanent Residence money transfer,10000.0,Expense,INR
,Cash,Food,Unknown,5 eggs,30.0,Expense,INR
,Cash,Household,Unknown,electricity bill,784.0,Expense,INR
,Cash,Apparel,Unknown,undergarments,248.0,Expense,INR
2015-01-31 16:14:27,Cash,Food,Unknown,bananas,20.0,Expense,INR
2015-01-31 16:14:27,Cash,Food,Unknown,bhindi,40.0,Expense,INR
2015-01-30 23:10:04,Cash,Transportation,Unknown,auto - Genda circle to b45,100.0,Expense,INR
2015-01-30 23:10:04,Cash,Food,Unknown,dinner treat,1004.0,Expense,INR
2015-01-29 07:30:48,Cash,Food,Unknown,milk half shakti,26.0,Expense,INR
2015-01-29 07:30:48,Cash,Food,Unknown,good day biscuits,38.0,Expense,INR
2015-01-29 07:30:48,Cash,Food,Unknown,samosa,15.0,Expense,INR
2015-01-27 18:34:20,Cash,Food,Unknown,chana chat,15.0,Expense,INR
2015-01-27 18:34:10,Cash,Food,Unknown,tea,30.0,Expense,INR
2015-01-26 19:39:39,Cash,Food,Unknown,milk half shakti,26.0,Expense,INR
2015-01-26 07:42:43,Cash,Food,Unknown,paav,30.0,Expense,INR
2015-01-26 07:40:05,Credit Card,Food,Unknown,grocery,311.0,Expense,INR
2015-01-25 18:45:56,Cash,Beauty,Unknown,hair cut,60.0,Expense,INR
2015-01-24 16:17:57,Cash,Food,Unknown,tea,30.0,Expense,INR
2015-01-22 16:44:45,Cash,Food,Unknown,tea,20.0,Expense,INR
2015-01-22 16:44:45,Cash,Food,Unknown,snacks,33.0,Expense,INR
2015-01-21 18:17:03,Cash,Food,Unknown,grocery,120.0,Expense,INR
2015-01-21 18:17:03,Cash,Household,Unknown,broom,60.0,Expense,INR
2015-01-21 18:17:03,Cash,Food,Unknown,samosa + 2 tea,27.0,Expense,INR
2015-01-21 13:12:12,Cash,Transportation,Unknown,train - bdts to brc,264.0,Expense,INR
2015-01-21 13:11:41,Credit Card,Transportation,Unknown,train - brc to mmct,138.0,Expense,INR
2015-01-21 09:32:34,Cash,Food,Unknown,milk half gold,28.0,Expense,INR
2015-01-21 09:05:41,Cash,Food,Unknown,shev,50.0,Expense,INR
2015-01-20 09:32:18,Cash,Food,Unknown,srikhand,65.0,Expense,INR
2015-01-19 07:34:00,Cash,Food,Unknown,milk half gold,29.0,Expense,INR
2015-01-18 07:33:20,Cash,Food,Unknown,vegetable,60.0,Expense,INR
2015-01-18 07:31:42,Cash,Food,Unknown,tea,8.0,Expense,INR
2015-01-18 07:31:42,Cash,Food,Unknown,milk half gold,29.0,Expense,INR
2015-01-16 16:33:49,Cash,Transportation,Unknown,auto - GTR to hospital,30.0,Expense,INR
2015-01-16 16:32:42,Cash,Transportation,Unknown,auto - Alk to GTR,50.0,Expense,INR
2015-01-16 16:30:51,Cash,Transportation,Unknown,auto -  to race course,10.0,Expense,INR
2015-01-15 22:22:20,Cash,Food,Unknown,Ratri Bazar,155.0,Expense,INR
2015-01-15 18:23:11,Cash,Transportation,Unknown,auto - Amit nagar to b45,100.0,Expense,INR
2015-01-15 18:23:03,Cash,Food,Unknown,tea,10.0,Expense,INR
2015-01-14 23:38:24,Cash,Food,Unknown,3 bananas,13.0,Expense,INR
2015-01-14 15:35:57,Cash,Food,Unknown,Lunch - chicken fried rice + chicken soup,120.0,Expense,INR
2015-01-14 12:42:56,Saving Bank account 1,Transportation,Unknown,travels - Mumbai to brc,760.0,Expense,INR
2015-01-13 18:52:47,Cash,Other,Unknown,Internet renewal,500.0,Expense,INR
2015-01-13 18:52:47,Cash,Food,Unknown,tea,10.0,Expense,INR
,Cash,Transportation,Unknown,bus - Chinchwad to kala,175.0,Expense,INR
,Cash,Transportation,Unknown,ola auto - to Chinchwad transport bus stop,61.0,Expense,INR
,Cash,Beauty,Unknown,shaving,50.0,Expense,INR
,Cash,Transportation,Unknown,ola auto - wakad to GG skies,170.0,Expense,INR
,Cash,Transportation,Unknown,auto -hospital to bridge,50.0,Expense,INR
,Saving Bank account 1,Transportation,Unknown,travels - brc to pune,650.0,Expense,INR
,Cash,Food,Unknown,tea,20.0,Expense,INR
,Cash,Food,Unknown,sprout chat,20.0,Expense,INR
,Cash,Other,Unknown,participation fee - corporate cricket league,650.0,Expense,INR
,Cash,Food,Unknown,tea+ bourbon,20.0,Expense,INR
,Cash,Food,Unknown,sprout chat+tea+guava drink,31.0,Expense,INR
,Cash,Food,Unknown,sprout chat,15.0,Expense,INR
,Cash,Food,Unknown,tea,15.0,Expense,INR
,Cash,Other,Unknown,rent,2833.0,Expense,INR
,Cash,Other,Unknown,maid,333.0,Expense,INR
,Saving Bank account 1,Food,Unknown,dinner,135.0,Expense,INR
,Cash,Other,Unknown,cook,2250.0,Expense,INR
,Cash,Food,Unknown,shev,35.0,Expense,INR
,Cash,Food,Unknown,rice,175.0,Expense,INR
,Saving Bank account 1,Other,Unknown,Public Provident Fund,10000.0,Expense,INR
,Saving Bank account 1,Other,Unknown,cricket expenses,223.0,Expense,INR
,Cash,Food,Unknown,water jar,350.0,Expense,INR
,Cash,Food,Unknown,milk half gold + 2 packs bourbon biscuits,49.0,Expense,INR
,Cash,Food,Unknown,grocery,66.0,Expense,INR
,Cash,Food,Unknown,4 eggs,28.0,Expense,INR
,Credit Card,Food,Unknown,bendys chicken biryani,400.0,Expense,INR
,Cash,Transportation,Unknown,share jeep - Place T top to base,20.0,Expense,INR
,Cash,Transportation,Unknown,share jeep - Place T to brc,60.0,Expense,INR
,Cash,Culture,Unknown, monument,40.0,Expense,INR
,Cash,Food,Unknown,Temple Prasad,200.0,Expense,INR
,Cash,Transportation,Unknown,ropeway Place T to and fro,142.0,Expense,INR
,Cash,Transportation,Unknown,share jeep - Place T base to top,20.0,Expense,INR
,Cash,Transportation,Unknown,share auto - Place H to Place T base,20.0,Expense,INR
,Cash,Transportation,Unknown,bus - brc to Place H,30.0,Expense,INR
,Cash,Transportation,Unknown,share auto - hospital to brc station,10.0,Expense,INR
